,neg,neu,pos,compound
4161,0.0,1.0,0.0,0.0
4162,0.0,1.0,0.0,0.0
4163,0.0,0.737,0.263,0.3612
4164,0.0,1.0,0.0,0.0
4165,0.0,1.0,0.0,0.0
4166,0.0,1.0,0.0,0.0
4167,0.0,1.0,0.0,0.0
4168,0.0,1.0,0.0,0.0
4169,0.0,1.0,0.0,0.0
4170,0.0,1.0,0.0,0.0
4171,0.0,1.0,0.0,0.0
4172,0.0,1.0,0.0,0.0
4173,0.0,1.0,0.0,0.0
4174,0.085,0.775,0.14,0.1779
4175,0.0,1.0,0.0,0.0
4176,0.516,0.484,0.0,-0.4927
4177,0.0,1.0,0.0,0.0
4178,0.0,1.0,0.0,0.0
4179,0.0,1.0,0.0,0.0
4180,0.0,1.0,0.0,0.0
4181,0.0,1.0,0.0,0.0
4182,0.0,0.815,0.185,0.3612
4183,0.0,1.0,0.0,0.0
4184,0.0,1.0,0.0,0.0
4185,0.103,0.897,0.0,-0.3182
4186,0.0,1.0,0.0,0.0
4187,0.531,0.469,0.0,-0.5267
4188,0.0,1.0,0.0,0.0
4189,0.0,1.0,0.0,0.0
4190,0.046,0.954,0.0,-0.2732
4191,0.149,0.851,0.0,-0.2732
4192,0.0,1.0,0.0,0.0
4193,0.0,1.0,0.0,0.0
4194,0.0,1.0,0.0,0.0
4195,0.0,1.0,0.0,0.0
4196,0.0,1.0,0.0,0.0
4197,0.0,1.0,0.0,0.0
4198,0.0,1.0,0.0,0.0
4199,0.0,0.794,0.206,0.3818
4200,0.0,1.0,0.0,0.0
4201,0.0,1.0,0.0,0.0
4202,0.0,1.0,0.0,0.0
4203,0.0,0.455,0.545,0.34
4204,0.0,0.789,0.211,0.34
4205,0.0,1.0,0.0,0.0
4206,0.19,0.81,0.0,-0.2748
4207,0.067,0.933,0.0,-0.2023
4208,0.0,1.0,0.0,0.0
4209,0.0,0.633,0.367,0.4404
4210,0.0,1.0,0.0,0.0
4211,0.0,1.0,0.0,0.0
4212,0.0,0.884,0.116,0.2732
4213,0.0,1.0,0.0,0.0
4214,0.0,1.0,0.0,0.0
4215,0.0,1.0,0.0,0.0
4216,0.0,1.0,0.0,0.0
4217,0.0,0.89,0.11,0.2732
4218,0.0,1.0,0.0,0.0
4219,0.212,0.788,0.0,-0.6486
4220,0.0,0.854,0.146,0.4404
4221,0.045,0.873,0.082,0.3182
4222,0.0,1.0,0.0,0.0
4223,0.0,0.714,0.286,0.34
4224,0.0,1.0,0.0,0.0
4225,0.0,1.0,0.0,0.0
4226,0.0,0.84,0.16,0.2732
4227,0.0,1.0,0.0,0.0
4228,0.0,1.0,0.0,0.0
4229,0.0,1.0,0.0,0.0
4230,0.0,1.0,0.0,0.0
4231,0.0,1.0,0.0,0.0
4232,0.0,1.0,0.0,0.0
4233,0.0,1.0,0.0,0.0
4234,0.0,0.737,0.263,0.3612
4235,0.0,1.0,0.0,0.0
4236,0.0,1.0,0.0,0.0
4237,0.0,0.813,0.187,0.3182
4238,0.252,0.748,0.0,-0.4019
4239,0.286,0.714,0.0,-0.34
4240,0.0,0.876,0.124,0.4019
4241,0.0,1.0,0.0,0.0
4242,0.0,1.0,0.0,0.0
4243,0.0,1.0,0.0,0.0
4244,0.0,1.0,0.0,0.0
4245,0.0,1.0,0.0,0.0
4246,0.0,1.0,0.0,0.0
4247,0.123,0.877,0.0,-0.2732
4248,0.0,1.0,0.0,0.0
4249,0.0,1.0,0.0,0.0
4250,0.174,0.826,0.0,-0.2732
4251,0.0,1.0,0.0,0.0
4252,0.0,1.0,0.0,0.0
4253,0.0,0.508,0.492,0.4404
4254,0.0,1.0,0.0,0.0
4255,0.0,1.0,0.0,0.0
4256,0.0,0.758,0.242,0.7506
4257,0.0,1.0,0.0,0.0
4258,0.0,1.0,0.0,0.0
4259,0.071,0.868,0.061,-0.0772
4260,0.0,1.0,0.0,0.0
4261,0.0,1.0,0.0,0.0
4262,0.0,1.0,0.0,0.0
4263,0.0,1.0,0.0,0.0
4264,0.0,1.0,0.0,0.0
4265,0.0,1.0,0.0,0.0
4266,0.0,1.0,0.0,0.0
4267,0.0,1.0,0.0,0.0
4268,0.0,0.312,0.688,0.5267
4269,0.0,0.873,0.127,0.1531
4270,0.0,1.0,0.0,0.0
4271,0.0,1.0,0.0,0.0
4272,0.0,1.0,0.0,0.0
4273,0.0,1.0,0.0,0.0
4274,0.0,1.0,0.0,0.0
4275,0.098,0.675,0.227,0.4767
4276,0.0,1.0,0.0,0.0
4277,0.0,1.0,0.0,0.0
4278,0.0,1.0,0.0,0.0
4279,0.565,0.435,0.0,-0.3818
4280,0.0,1.0,0.0,0.0
4281,0.273,0.727,0.0,-0.128
4282,0.342,0.658,0.0,-0.3818
4283,0.333,0.667,0.0,-0.4588
4284,0.0,1.0,0.0,0.0
4285,0.0,1.0,0.0,0.0
4286,0.231,0.769,0.0,-0.128
4287,0.0,1.0,0.0,0.0
4288,0.0,1.0,0.0,0.0
4289,0.136,0.864,0.0,-0.4588
4290,0.0,1.0,0.0,0.0
4291,0.147,0.853,0.0,-0.2263
4292,0.0,1.0,0.0,0.0
4293,0.0,1.0,0.0,0.0
4294,0.0,1.0,0.0,0.0
4295,0.0,1.0,0.0,0.0
4296,0.0,1.0,0.0,0.0
4297,0.0,1.0,0.0,0.0
4298,0.0,1.0,0.0,0.0
4299,0.0,0.856,0.144,0.4939
4300,0.0,0.683,0.317,0.7579
4301,0.0,1.0,0.0,0.0
4302,0.0,1.0,0.0,0.0
4303,0.0,1.0,0.0,0.0
4304,0.0,1.0,0.0,0.0
4305,0.273,0.727,0.0,-0.128
4306,0.0,0.833,0.167,0.4939
4307,0.174,0.826,0.0,-0.2732
4308,0.0,1.0,0.0,0.0
4309,0.0,0.808,0.192,0.2263
4310,0.0,1.0,0.0,0.0
4311,0.0,1.0,0.0,0.0
4312,0.0,0.856,0.144,0.4939
4313,0.0,0.833,0.167,0.3818
4314,0.0,0.814,0.186,0.4939
4315,0.0,0.887,0.113,0.4939
4316,0.0,1.0,0.0,0.0
4317,0.0,0.739,0.261,0.5574
4318,0.103,0.897,0.0,-0.128
4319,0.0,0.847,0.153,0.4215
4320,0.0,1.0,0.0,0.0
4321,0.492,0.508,0.0,-0.4404
4322,0.047,0.732,0.222,0.6497
4323,0.294,0.535,0.171,-0.3182
4324,0.099,0.901,0.0,-0.6486
4325,0.161,0.839,0.0,-0.2755
4326,0.0,0.748,0.252,0.4019
4327,0.0,1.0,0.0,0.0
4328,0.0,0.814,0.186,0.4939
4329,0.075,0.839,0.087,0.0559
4330,0.155,0.845,0.0,-0.296
4331,0.0,1.0,0.0,0.0
4332,0.0,1.0,0.0,0.0
4333,0.104,0.896,0.0,-0.296
4334,0.0,1.0,0.0,0.0
4335,0.0,0.67,0.33,0.7096
4336,0.0,1.0,0.0,0.0
4337,0.0,1.0,0.0,0.0
4338,0.0,0.824,0.176,0.4939
4339,0.0,1.0,0.0,0.0
4340,0.258,0.66,0.082,-0.6808
4341,0.062,0.829,0.109,0.2263
4342,0.0,1.0,0.0,0.0
4343,0.0,1.0,0.0,0.0
4344,0.0,1.0,0.0,0.0
4345,0.084,0.714,0.202,0.6808
4346,0.138,0.862,0.0,-0.1531
4347,0.09,0.816,0.094,0.0258
4348,0.143,0.857,0.0,-0.128
4349,0.083,0.635,0.283,0.8519
4350,0.383,0.617,0.0,-0.4767
4351,0.269,0.66,0.071,-0.4939
4352,0.0,1.0,0.0,0.0
4353,0.0,1.0,0.0,0.0
4354,0.0,1.0,0.0,0.0
4355,0.0,1.0,0.0,0.0
4356,0.0,1.0,0.0,0.0
4357,0.268,0.282,0.451,0.3182
4358,0.0,1.0,0.0,0.0
4359,0.0,0.667,0.333,0.3612
4360,0.168,0.67,0.162,-0.0276
4361,0.237,0.763,0.0,-0.4767
4362,0.0,0.61,0.39,0.4939
4363,0.051,0.949,0.0,-0.128
4364,0.149,0.851,0.0,-0.2732
4365,0.0,1.0,0.0,0.0
4366,0.398,0.602,0.0,-0.5106
4367,0.398,0.602,0.0,-0.5106
4368,0.0,1.0,0.0,0.0
4369,0.0,1.0,0.0,0.0
4370,0.0,0.556,0.444,0.1531
4371,0.0,0.762,0.238,0.3612
4372,0.0,0.704,0.296,0.2732
4373,0.0,0.811,0.189,0.2732
4374,0.0,1.0,0.0,0.0
4375,0.0,1.0,0.0,0.0
4376,0.133,0.867,0.0,-0.0572
4377,0.0,1.0,0.0,0.0
4378,0.0,1.0,0.0,0.0
4379,0.0,1.0,0.0,0.0
4380,0.0,0.25,0.75,0.4588
4381,0.0,1.0,0.0,0.0
4382,0.049,0.873,0.078,0.0
4383,0.237,0.602,0.161,-0.4404
4384,0.0,1.0,0.0,0.0
4385,0.167,0.833,0.0,-0.5859
4386,0.0,1.0,0.0,0.0
4387,0.0,1.0,0.0,0.0
4388,0.0,1.0,0.0,0.0
4389,0.0,0.785,0.215,0.6249
4390,0.087,0.794,0.119,-0.0258
4391,0.189,0.811,0.0,-0.2732
4392,0.076,0.833,0.091,0.1027
4393,0.0,1.0,0.0,0.0
4394,0.0,1.0,0.0,0.0
4395,0.286,0.714,0.0,-0.25
4396,0.087,0.846,0.067,-0.2023
4397,0.0,0.822,0.178,0.3818
4398,0.0,1.0,0.0,0.0
4399,0.0,0.694,0.306,0.296
4400,0.0,1.0,0.0,0.0
4401,0.0,1.0,0.0,0.0
4402,0.0,0.909,0.091,0.4404
4403,0.0,1.0,0.0,0.0
4404,0.0,1.0,0.0,0.0
4405,0.0,0.809,0.191,0.3818
4406,0.0,1.0,0.0,0.0
4407,0.0,1.0,0.0,0.0
4408,0.0,1.0,0.0,0.0
4409,0.0,0.58,0.42,0.4404
4410,0.273,0.727,0.0,-0.3875
4411,0.0,1.0,0.0,0.0
4412,0.0,1.0,0.0,0.0
4413,0.0,1.0,0.0,0.0
4414,0.0,1.0,0.0,0.0
4415,0.0,0.916,0.084,0.3182
4416,0.0,1.0,0.0,0.0
4417,0.0,1.0,0.0,0.0
4418,0.0,1.0,0.0,0.0
4419,0.057,0.943,0.0,-0.128
4420,0.0,1.0,0.0,0.0
4421,0.0,0.902,0.098,0.5023
4422,0.152,0.621,0.228,0.2732
4423,0.0,1.0,0.0,0.0
4424,0.0,1.0,0.0,0.0
4425,0.0,1.0,0.0,0.0
4426,0.0,0.737,0.263,0.3612
4427,0.273,0.727,0.0,-0.3875
4428,0.0,0.796,0.204,0.3182
4429,0.0,1.0,0.0,0.0
4430,0.0,1.0,0.0,0.0
4431,0.405,0.595,0.0,-0.34
4432,0.0,1.0,0.0,0.0
4433,0.0,1.0,0.0,0.0
4434,0.167,0.833,0.0,-0.1027
4435,0.0,0.802,0.198,0.4939
4436,0.0,1.0,0.0,0.0
4437,0.0,1.0,0.0,0.0
4438,0.0,1.0,0.0,0.0
4439,0.0,0.833,0.167,0.2023
4440,0.0,1.0,0.0,0.0
4441,0.0,1.0,0.0,0.0
4442,0.0,1.0,0.0,0.0
4443,0.0,1.0,0.0,0.0
4444,0.158,0.842,0.0,-0.128
4445,0.333,0.667,0.0,-0.128
4446,0.0,1.0,0.0,0.0
4447,0.0,0.909,0.091,0.128
4448,0.0,1.0,0.0,0.0
4449,0.0,1.0,0.0,0.0
4450,0.0,1.0,0.0,0.0
4451,0.091,0.909,0.0,-0.1779
4452,0.0,1.0,0.0,0.0
4453,0.191,0.611,0.198,0.0258
4454,0.0,0.943,0.057,0.2732
4455,0.119,0.881,0.0,-0.3182
4456,0.081,0.814,0.104,0.1779
4457,0.0,0.898,0.102,0.3818
4458,0.0,0.88,0.12,0.3818
4459,0.0,1.0,0.0,0.0
4460,0.0,1.0,0.0,0.0
4461,0.0,1.0,0.0,0.0
4462,0.0,1.0,0.0,0.0
4463,0.0,1.0,0.0,0.0
4464,0.0,1.0,0.0,0.0
4465,0.0,1.0,0.0,0.0
4466,0.0,0.796,0.204,0.3182
4467,0.182,0.818,0.0,-0.25
4468,0.0,1.0,0.0,0.0
4469,0.091,0.909,0.0,-0.1027
4470,0.0,1.0,0.0,0.0
4471,0.0,1.0,0.0,0.0
4472,0.0,0.856,0.144,0.296
4473,0.0,0.8,0.2,0.3612
4474,0.407,0.593,0.0,-0.4101
4475,0.0,1.0,0.0,0.0
4476,0.0,0.727,0.273,0.3089
4477,0.0,1.0,0.0,0.0
4478,0.0,1.0,0.0,0.0
4479,0.0,0.545,0.455,0.3612
4480,0.19,0.81,0.0,-0.2755
4481,0.0,1.0,0.0,0.0
4482,0.0,1.0,0.0,0.0
4483,0.0,1.0,0.0,0.0
4484,0.133,0.867,0.0,-0.0572
4485,0.0,1.0,0.0,0.0
4486,0.079,0.921,0.0,-0.4588
4487,0.291,0.485,0.223,-0.1779
4488,0.234,0.766,0.0,-0.0572
4489,0.1,0.9,0.0,-0.0572
4490,0.143,0.857,0.0,-0.25
4491,0.0,0.915,0.085,0.1027
4492,0.063,0.676,0.261,0.6597
4493,0.333,0.667,0.0,-0.128
4494,0.128,0.872,0.0,-0.4215
4495,0.0,1.0,0.0,0.0
4496,0.0,0.625,0.375,0.2023
4497,0.0,1.0,0.0,0.0
4498,0.0,1.0,0.0,0.0
4499,0.0,0.803,0.197,0.4019
4500,0.0,0.769,0.231,0.4019
4501,0.0,1.0,0.0,0.0
4502,0.0,1.0,0.0,0.0
4503,0.0,0.839,0.161,0.3612
4504,0.0,1.0,0.0,0.0
4505,0.0,1.0,0.0,0.0
4506,0.0,1.0,0.0,0.0
4507,0.182,0.818,0.0,-0.25
4508,0.0,1.0,0.0,0.0
4509,0.0,1.0,0.0,0.0
4510,0.139,0.861,0.0,-0.2732
4511,0.0,1.0,0.0,0.0
4512,0.0,1.0,0.0,0.0
4513,0.0,1.0,0.0,0.0
4514,0.0,1.0,0.0,0.0
4515,0.0,1.0,0.0,0.0
4516,0.0,0.646,0.354,0.5095
4517,0.0,1.0,0.0,0.0
4518,0.0,1.0,0.0,0.0
4519,0.0,1.0,0.0,0.0
4520,0.0,1.0,0.0,0.0
4521,0.0,1.0,0.0,0.0
4522,0.0,0.674,0.326,0.4404
4523,0.1,0.9,0.0,-0.1695
4524,0.227,0.639,0.134,-0.3514
4525,0.0,1.0,0.0,0.0
4526,0.0,1.0,0.0,0.0
4527,0.0,0.795,0.205,0.6588
4528,0.0,0.455,0.545,0.5563
4529,0.0,1.0,0.0,0.0
4530,0.0,0.762,0.238,0.3612
4531,0.0,1.0,0.0,0.0
4532,0.0,1.0,0.0,0.0
4533,0.423,0.577,0.0,-0.296
4534,0.0,1.0,0.0,0.0
4535,0.0,1.0,0.0,0.0
4536,0.0,1.0,0.0,0.0
4537,0.423,0.577,0.0,-0.296
4538,0.0,1.0,0.0,0.0
4539,0.0,1.0,0.0,0.0
4540,0.0,1.0,0.0,0.0
4541,0.0,1.0,0.0,0.0
4542,0.0,1.0,0.0,0.0
4543,0.0,0.794,0.206,0.0772
4544,0.0,1.0,0.0,0.0
4545,0.0,1.0,0.0,0.0
4546,0.0,1.0,0.0,0.0
4547,0.0,1.0,0.0,0.0
4548,0.0,1.0,0.0,0.0
4549,0.429,0.571,0.0,-0.6705
4550,0.0,1.0,0.0,0.0
4551,0.0,1.0,0.0,0.0
4552,0.0,1.0,0.0,0.0
4553,0.0,1.0,0.0,0.0
4554,0.0,1.0,0.0,0.0
4555,0.0,1.0,0.0,0.0
4556,0.0,1.0,0.0,0.0
4557,0.0,1.0,0.0,0.0
4558,0.0,1.0,0.0,0.0
4559,0.0,0.495,0.505,0.6249
4560,0.262,0.581,0.157,-0.4215
4561,0.0,1.0,0.0,0.0
4562,0.0,1.0,0.0,0.0
4563,0.0,1.0,0.0,0.0
4564,0.0,0.444,0.556,0.6124
4565,0.098,0.85,0.053,-0.4215
4566,0.0,1.0,0.0,0.0
4567,0.412,0.588,0.0,-0.5423
4568,0.0,1.0,0.0,0.0
4569,0.0,1.0,0.0,0.0
4570,0.0,1.0,0.0,0.0
4571,0.0,1.0,0.0,0.0
4572,0.0,1.0,0.0,0.0
4573,0.073,0.927,0.0,-0.2023
4574,0.0,1.0,0.0,0.0
4575,0.0,1.0,0.0,0.0
4576,0.208,0.792,0.0,-0.2732
4577,0.0,1.0,0.0,0.0
4578,0.0,1.0,0.0,0.0
4579,0.0,1.0,0.0,0.0
4580,0.0,1.0,0.0,0.0
4581,0.0,1.0,0.0,0.0
4582,0.0,0.775,0.225,0.4939
4583,0.0,1.0,0.0,0.0
4584,0.0,0.822,0.178,0.0772
4585,0.0,1.0,0.0,0.0
4586,0.0,1.0,0.0,0.0
4587,0.0,1.0,0.0,0.0
4588,0.0,0.25,0.75,0.4588
4589,0.0,1.0,0.0,0.0
4590,0.0,1.0,0.0,0.0
4591,0.0,1.0,0.0,0.0
4592,0.0,0.8,0.2,0.3612
4593,0.391,0.609,0.0,-0.6705
4594,0.429,0.571,0.0,-0.6705
4595,0.0,1.0,0.0,0.0
4596,0.0,1.0,0.0,0.0
4597,0.0,1.0,0.0,0.0
4598,0.0,1.0,0.0,0.0
4599,0.0,0.874,0.126,0.0772
4600,0.0,0.828,0.172,0.4019
4601,0.0,1.0,0.0,0.0
4602,0.0,1.0,0.0,0.0
4603,0.0,1.0,0.0,0.0
4604,0.227,0.773,0.0,-0.6908
4605,0.0,1.0,0.0,0.0
4606,0.0,1.0,0.0,0.0
4607,0.0,0.848,0.152,0.3612
4608,0.13,0.87,0.0,-0.0516
4609,0.0,1.0,0.0,0.0
4610,0.278,0.38,0.342,0.128
4611,0.0,1.0,0.0,0.0
4612,0.0,0.857,0.143,0.3612
4613,0.0,1.0,0.0,0.0
4614,0.0,0.49,0.51,0.6369
4615,0.0,0.75,0.25,0.25
4616,0.0,1.0,0.0,0.0
4617,0.0,1.0,0.0,0.0
4618,0.235,0.609,0.157,-0.2263
4619,0.0,0.72,0.28,0.3252
4620,0.0,1.0,0.0,0.0
4621,0.0,1.0,0.0,0.0
4622,0.189,0.811,0.0,-0.1027
4623,0.0,1.0,0.0,0.0
4624,0.0,1.0,0.0,0.0
4625,0.0,1.0,0.0,0.0
4626,0.0,1.0,0.0,0.0
4627,0.0,1.0,0.0,0.0
4628,0.0,0.792,0.208,0.2732
4629,0.0,0.811,0.189,0.1027
4630,0.0,1.0,0.0,0.0
4631,0.0,1.0,0.0,0.0
4632,0.0,1.0,0.0,0.0
4633,0.0,1.0,0.0,0.0
4634,0.0,1.0,0.0,0.0
4635,0.0,1.0,0.0,0.0
4636,0.0,1.0,0.0,0.0
4637,0.245,0.755,0.0,-0.0762
4638,0.0,0.734,0.266,0.4404
4639,0.0,1.0,0.0,0.0
4640,0.0,1.0,0.0,0.0
4641,0.0,1.0,0.0,0.0
4642,0.0,0.775,0.225,0.4404
4643,0.0,1.0,0.0,0.0
4644,0.0,1.0,0.0,0.0
4645,0.0,1.0,0.0,0.0
4646,0.0,1.0,0.0,0.0
4647,0.0,1.0,0.0,0.0
4648,0.209,0.791,0.0,-0.2755
4649,0.0,1.0,0.0,0.0
4650,0.0,0.86,0.14,0.0772
4651,0.0,0.915,0.085,0.0772
4652,0.115,0.733,0.152,0.1779
4653,0.0,0.885,0.115,0.0772
4654,0.0,1.0,0.0,0.0
4655,0.0,0.874,0.126,0.0772
4656,0.0,1.0,0.0,0.0
4657,0.0,1.0,0.0,0.0
4658,0.0,1.0,0.0,0.0
4659,0.0,1.0,0.0,0.0
4660,0.0,1.0,0.0,0.0
4661,0.0,1.0,0.0,0.0
4662,0.0,1.0,0.0,0.0
4663,0.0,1.0,0.0,0.0
4664,0.0,1.0,0.0,0.0
4665,0.0,0.86,0.14,0.3818
4666,0.065,0.935,0.0,-0.1027
4667,0.0,1.0,0.0,0.0
4668,0.0,0.642,0.358,0.4404
4669,0.0,1.0,0.0,0.0
4670,0.167,0.833,0.0,-0.296
4671,0.0,1.0,0.0,0.0
4672,0.0,1.0,0.0,0.0
4673,0.0,1.0,0.0,0.0
4674,0.0,0.714,0.286,0.34
4675,0.096,0.904,0.0,-0.2023
4676,0.0,1.0,0.0,0.0
4677,0.0,1.0,0.0,0.0
4678,0.0,1.0,0.0,0.0
4679,0.0,1.0,0.0,0.0
4680,0.0,1.0,0.0,0.0
4681,0.0,1.0,0.0,0.0
4682,0.0,1.0,0.0,0.0
4683,0.0,1.0,0.0,0.0
4684,0.0,0.714,0.286,0.4939
4685,0.0,1.0,0.0,0.0
4686,0.0,1.0,0.0,0.0
4687,0.0,1.0,0.0,0.0
4688,0.0,1.0,0.0,0.0
4689,0.217,0.783,0.0,-0.3612
4690,0.0,1.0,0.0,0.0
4691,0.0,1.0,0.0,0.0
4692,0.0,1.0,0.0,0.0
4693,0.385,0.615,0.0,-0.3612
4694,0.0,1.0,0.0,0.0
4695,0.0,1.0,0.0,0.0
4696,0.0,1.0,0.0,0.0
4697,0.0,1.0,0.0,0.0
4698,0.0,0.966,0.034,0.163
4699,0.098,0.652,0.25,0.4215
4700,0.0,1.0,0.0,0.0
4701,0.0,1.0,0.0,0.0
4702,0.0,1.0,0.0,0.0
4703,0.0,1.0,0.0,0.0
4704,0.0,1.0,0.0,0.0
4705,0.298,0.702,0.0,-0.5267
4706,0.213,0.787,0.0,-0.6808
4707,0.0,1.0,0.0,0.0
4708,0.0,1.0,0.0,0.0
4709,0.0,1.0,0.0,0.0
4710,0.081,0.847,0.071,-0.0772
4711,0.0,1.0,0.0,0.0
4712,0.0,1.0,0.0,0.0
4713,0.0,1.0,0.0,0.0
4714,0.0,1.0,0.0,0.0
4715,0.0,0.861,0.139,0.2732
4716,0.0,1.0,0.0,0.0
4717,0.324,0.676,0.0,-0.34
4718,0.322,0.678,0.0,-0.2263
4719,0.311,0.689,0.0,-0.3089
4720,0.0,1.0,0.0,0.0
4721,0.0,0.865,0.135,0.3939
4722,0.0,1.0,0.0,0.0
4723,0.0,1.0,0.0,0.0
4724,0.0,1.0,0.0,0.0
4725,0.0,1.0,0.0,0.0
4726,0.0,0.887,0.113,0.3182
4727,0.0,1.0,0.0,0.0
4728,0.0,1.0,0.0,0.0
4729,0.0,1.0,0.0,0.0
4730,0.0,1.0,0.0,0.0
4731,0.0,1.0,0.0,0.0
4732,0.0,1.0,0.0,0.0
4733,0.0,1.0,0.0,0.0
4734,0.0,0.839,0.161,0.3182
4735,0.0,0.828,0.172,0.4404
4736,0.0,1.0,0.0,0.0
4737,0.0,1.0,0.0,0.0
4738,0.0,1.0,0.0,0.0
4739,0.0,0.8,0.2,0.3612
4740,0.0,1.0,0.0,0.0
4741,0.0,1.0,0.0,0.0
4742,0.0,1.0,0.0,0.0
4743,0.293,0.707,0.0,-0.4404
4744,0.0,1.0,0.0,0.0
4745,0.0,1.0,0.0,0.0
4746,0.0,1.0,0.0,0.0
4747,0.0,1.0,0.0,0.0
4748,0.0,1.0,0.0,0.0
4749,0.0,1.0,0.0,0.0
4750,0.0,1.0,0.0,0.0
4751,0.0,1.0,0.0,0.0
4752,0.0,1.0,0.0,0.0
4753,0.0,0.748,0.252,0.4019
4754,0.0,1.0,0.0,0.0
4755,0.0,0.796,0.204,0.3182
4756,0.0,1.0,0.0,0.0
4757,0.0,1.0,0.0,0.0
4758,0.0,1.0,0.0,0.0
4759,0.0,1.0,0.0,0.0
4760,0.0,1.0,0.0,0.0
4761,0.0,0.879,0.121,0.0258
4762,0.0,1.0,0.0,0.0
4763,0.0,1.0,0.0,0.0
4764,0.0,1.0,0.0,0.0
4765,0.0,1.0,0.0,0.0
4766,0.0,0.588,0.412,0.2732
4767,0.095,0.905,0.0,-0.0387
4768,0.0,1.0,0.0,0.0
4769,0.0,1.0,0.0,0.0
4770,0.0,1.0,0.0,0.0
4771,0.0,1.0,0.0,0.0
4772,0.0,0.912,0.088,0.4404
4773,0.0,1.0,0.0,0.0
4774,0.149,0.851,0.0,-0.2732
4775,0.0,0.714,0.286,0.4939
4776,0.0,1.0,0.0,0.0
4777,0.0,1.0,0.0,0.0
4778,0.0,0.902,0.098,0.0772
4779,0.0,1.0,0.0,0.0
4780,0.0,1.0,0.0,0.0
4781,0.0,1.0,0.0,0.0
4782,0.0,1.0,0.0,0.0
4783,0.0,0.775,0.225,0.4404
4784,0.0,0.773,0.227,0.6249
4785,0.0,1.0,0.0,0.0
4786,0.211,0.789,0.0,-0.3412
4787,0.0,1.0,0.0,0.0
4788,0.0,1.0,0.0,0.0
4789,0.0,1.0,0.0,0.0
4790,0.0,1.0,0.0,0.0
4791,0.0,1.0,0.0,0.0
4792,0.0,1.0,0.0,0.0
4793,0.0,0.661,0.339,0.6249
4794,0.0,1.0,0.0,0.0
4795,0.0,0.843,0.157,0.0772
4796,0.112,0.888,0.0,-0.34
4797,0.0,1.0,0.0,0.0
4798,0.0,0.818,0.182,0.4404
4799,0.0,1.0,0.0,0.0
4800,0.0,1.0,0.0,0.0
4801,0.0,1.0,0.0,0.0
4802,0.0,0.755,0.245,0.3818
4803,0.0,1.0,0.0,0.0
4804,0.0,1.0,0.0,0.0
4805,0.149,0.851,0.0,-0.2732
4806,0.0,1.0,0.0,0.0
4807,0.0,1.0,0.0,0.0
4808,0.663,0.337,0.0,-0.7096
4809,0.0,1.0,0.0,0.0
4810,0.189,0.811,0.0,-0.2732
4811,0.0,1.0,0.0,0.0
4812,0.0,1.0,0.0,0.0
4813,0.0,0.903,0.097,0.1027
4814,0.0,0.351,0.649,0.5719
4815,0.0,1.0,0.0,0.0
4816,0.0,0.543,0.457,0.6369
4817,0.0,1.0,0.0,0.0
4818,0.0,1.0,0.0,0.0
4819,0.0,1.0,0.0,0.0
4820,0.0,1.0,0.0,0.0
4821,0.0,1.0,0.0,0.0
4822,0.0,1.0,0.0,0.0
4823,0.0,0.738,0.262,0.4939
4824,0.0,1.0,0.0,0.0
4825,0.0,0.797,0.203,0.4215
4826,0.0,0.633,0.367,0.4404
4827,0.0,0.714,0.286,0.6808
4828,0.097,0.903,0.0,-0.128
4829,0.0,1.0,0.0,0.0
4830,0.0,0.556,0.444,0.4939
4831,0.0,0.632,0.368,0.5423
4832,0.043,0.926,0.031,0.0258
4833,0.0,1.0,0.0,0.0
4834,0.0,1.0,0.0,0.0
4835,0.17,0.83,0.0,-0.6486
4836,0.0,1.0,0.0,0.0
4837,0.0,0.741,0.259,0.5423
4838,0.0,0.714,0.286,0.4939
4839,0.412,0.588,0.0,-0.1027
4840,0.0,0.744,0.256,0.4767
4841,0.0,0.741,0.259,0.2732
4842,0.369,0.631,0.0,-0.6249
4843,0.0,1.0,0.0,0.0
4844,0.0,0.89,0.11,0.2732
4845,0.0,1.0,0.0,0.0
4846,0.0,0.854,0.146,0.4404
4847,0.0,0.442,0.558,0.5849
4848,0.0,1.0,0.0,0.0
4849,0.182,0.559,0.259,0.2732
4850,0.0,1.0,0.0,0.0
4851,0.128,0.564,0.308,0.5423
4852,0.0,1.0,0.0,0.0
4853,0.0,1.0,0.0,0.0
4854,0.0,1.0,0.0,0.0
4855,0.0,1.0,0.0,0.0
4856,0.0,1.0,0.0,0.0
4857,0.0,1.0,0.0,0.0
4858,0.0,0.717,0.283,0.743
4859,0.0,1.0,0.0,0.0
4860,0.0,1.0,0.0,0.0
4861,0.0,1.0,0.0,0.0
4862,0.0,1.0,0.0,0.0
4863,0.0,1.0,0.0,0.0
4864,0.084,0.916,0.0,-0.2732
4865,0.0,0.496,0.504,0.6249
4866,0.0,1.0,0.0,0.0
4867,0.0,1.0,0.0,0.0
4868,0.0,1.0,0.0,0.0
4869,0.0,1.0,0.0,0.0
4870,0.0,1.0,0.0,0.0
4871,0.0,1.0,0.0,0.0
4872,0.0,1.0,0.0,0.0
4873,0.0,0.783,0.217,0.3612
4874,0.086,0.728,0.185,0.3612
4875,0.0,1.0,0.0,0.0
4876,0.0,1.0,0.0,0.0
4877,0.0,1.0,0.0,0.0
