,neg,neu,pos,compound
589,0.257,0.743,0.0,-0.631
590,0.092,0.908,0.0,-0.6486
591,0.162,0.589,0.248,0.2617
592,0.259,0.741,0.0,-0.8885
593,0.538,0.462,0.0,-0.5423
594,0.0,0.613,0.387,0.7432
595,0.188,0.812,0.0,-0.7964
596,0.179,0.667,0.154,-0.3415
597,0.0,1.0,0.0,0.0
598,0.151,0.72,0.129,-0.3634
599,0.0,0.734,0.266,0.4404
600,0.121,0.879,0.0,-0.296
601,0.187,0.813,0.0,-0.3182
602,0.246,0.58,0.174,-0.2177
603,0.0,0.899,0.101,0.5719
604,0.0,1.0,0.0,0.0
605,0.0,1.0,0.0,0.0
606,0.056,0.944,0.0,-0.1531
607,0.0,1.0,0.0,0.0
608,0.0,1.0,0.0,0.0
609,0.0,1.0,0.0,0.0
610,0.0,0.833,0.167,0.7506
611,0.0,1.0,0.0,0.0
612,0.0,1.0,0.0,0.0
613,0.0,1.0,0.0,0.0
614,0.0,0.441,0.559,0.5859
615,0.0,0.803,0.197,0.8834
616,0.0,0.658,0.342,0.3818
617,0.5,0.217,0.283,-0.4588
618,0.274,0.316,0.411,0.3182
619,0.0,0.915,0.085,0.6249
620,0.0,0.762,0.238,0.3612
621,0.0,0.626,0.374,0.3384
622,0.0,1.0,0.0,0.0
623,0.0,1.0,0.0,0.0
624,0.0,1.0,0.0,0.0
625,0.0,1.0,0.0,0.0
626,0.0,1.0,0.0,0.0
627,0.0,0.805,0.195,0.7003
628,0.112,0.888,0.0,-0.5267
629,0.0,0.669,0.331,0.9081
630,0.0,1.0,0.0,0.0
631,0.0,0.951,0.049,0.34
632,0.136,0.864,0.0,-0.5106
633,0.0,1.0,0.0,0.0
634,0.0,1.0,0.0,0.0
635,0.0,1.0,0.0,0.0
636,0.0,1.0,0.0,0.0
637,0.17,0.747,0.083,-0.4588
638,0.0,1.0,0.0,0.0
639,0.055,0.864,0.081,0.2092
640,0.0,0.892,0.108,0.1779
641,0.176,0.824,0.0,-0.128
642,0.0,0.746,0.254,0.1779
643,0.2,0.8,0.0,-0.128
644,0.0,1.0,0.0,0.0
645,0.0,0.417,0.583,0.4215
646,0.0,0.763,0.237,0.1419
647,0.0,1.0,0.0,0.0
648,0.0,1.0,0.0,0.0
649,0.0,1.0,0.0,0.0
650,0.0,1.0,0.0,0.0
651,0.052,0.833,0.115,0.4767
652,0.2,0.8,0.0,-0.128
653,0.413,0.587,0.0,-0.2755
654,0.176,0.824,0.0,-0.128
655,0.13,0.87,0.0,-0.128
656,0.0,1.0,0.0,0.0
657,0.081,0.667,0.252,0.6819
658,0.0,1.0,0.0,0.0
659,0.091,0.909,0.0,-0.0516
660,0.146,0.854,0.0,-0.0516
661,0.0,0.432,0.568,0.3875
662,0.0,1.0,0.0,0.0
663,0.0,1.0,0.0,0.0
664,0.0,1.0,0.0,0.0
665,0.286,0.714,0.0,-0.3818
666,0.0,1.0,0.0,0.0
667,0.0,0.533,0.467,0.3875
668,0.0,1.0,0.0,0.0
669,0.0,0.78,0.22,0.4767
670,0.191,0.593,0.216,0.099
671,0.0,1.0,0.0,0.0
672,0.0,1.0,0.0,0.0
673,0.0,1.0,0.0,0.0
674,0.171,0.586,0.243,0.1477
675,0.0,1.0,0.0,0.0
676,0.034,0.817,0.149,0.6997
677,0.0,0.942,0.058,0.4588
678,0.14,0.76,0.099,-0.1027
679,0.0,1.0,0.0,0.0
680,0.0,1.0,0.0,0.0
681,0.0,1.0,0.0,0.0
682,0.0,0.89,0.11,0.2732
683,0.0,1.0,0.0,0.0
684,0.136,0.485,0.379,0.5423
685,0.274,0.316,0.411,0.3182
686,0.0,0.789,0.211,0.7096
687,0.0,1.0,0.0,0.0
688,0.219,0.781,0.0,-0.1027
689,0.0,1.0,0.0,0.0
690,0.0,0.813,0.187,0.9325
691,0.0,0.818,0.182,0.6115
692,0.0,1.0,0.0,0.0
693,0.0,1.0,0.0,0.0
694,0.0,1.0,0.0,0.0
695,0.0,1.0,0.0,0.0
696,0.0,1.0,0.0,0.0
697,0.0,1.0,0.0,0.0
698,0.0,1.0,0.0,0.0
699,0.0,0.783,0.217,0.3612
700,0.289,0.711,0.0,-0.431
701,0.0,0.717,0.283,0.6908
702,0.185,0.763,0.052,-0.7275
703,0.042,0.801,0.157,0.5106
704,0.0,0.731,0.269,0.7184
705,0.0,0.822,0.178,0.3832
706,0.0,0.721,0.279,0.4767
707,0.0,1.0,0.0,0.0
708,0.0,1.0,0.0,0.0
709,0.0,1.0,0.0,0.0
710,0.0,0.804,0.196,0.0572
711,0.0,1.0,0.0,0.0
712,0.206,0.564,0.23,0.0762
713,0.0,0.791,0.209,0.4404
714,0.197,0.657,0.146,-0.25
715,0.115,0.596,0.289,0.4767
716,0.0,1.0,0.0,0.0
717,0.0,1.0,0.0,0.0
718,0.0,1.0,0.0,0.0
719,0.0,1.0,0.0,0.0
720,0.0,1.0,0.0,0.0
721,0.0,1.0,0.0,0.0
722,0.0,1.0,0.0,0.0
723,0.0,1.0,0.0,0.0
724,0.082,0.784,0.135,0.1779
725,0.0,1.0,0.0,0.0
726,0.0,1.0,0.0,0.0
727,0.0,0.545,0.455,0.3612
728,0.324,0.676,0.0,-0.34
729,0.24,0.429,0.33,0.2617
730,0.0,1.0,0.0,0.0
731,0.0,0.738,0.262,0.4939
732,0.0,0.898,0.102,0.0644
733,0.0,1.0,0.0,0.0
734,0.0,1.0,0.0,0.0
735,0.0,0.659,0.341,0.4767
736,0.0,1.0,0.0,0.0
737,0.0,1.0,0.0,0.0
738,0.117,0.664,0.218,0.6428
739,0.0,0.595,0.405,0.6656
740,0.0,0.465,0.535,0.7945
741,0.0,1.0,0.0,0.0
742,0.0,1.0,0.0,0.0
743,0.0,1.0,0.0,0.0
744,0.0,1.0,0.0,0.0
745,0.0,1.0,0.0,0.0
746,0.0,1.0,0.0,0.0
747,0.0,1.0,0.0,0.0
748,0.136,0.864,0.0,-0.296
